Step,DQN-30x30-new - reward,PPO-30x30-new - reward
339,893.5202119,76.40461943
340,994.1681007,70.85911563
341,993.9793799,77.56155804
342,993.9905366,281.1349318
343,793.1057885,384.1301753
344,893.4681156,79.49510524
345,793.3206216,282.3426525
346,893.7990019,585.8182565
347,793.1190171,889.8106534
348,792.5507504,792.6557734
349,993.9955954,787.5604538
350,993.6609963,993.3679346
351,993.9539289,281.005692
352,993.5598351,993.7766239
353,993.7929058,993.777395
354,993.8637352,892.3442674
355,893.7783508,481.7514166
356,893.5759602,282.5807038
357,994.0045156,179.3430994
358,994.3454043,379.9611375
359,893.4840759,685.2708167
360,993.596431,992.2566073
361,993.6926213,993.1215485
362,993.1643106,993.7522465
363,993.8387486,994.0060805
364,994.1729476,993.5183687
365,994.4611923,993.2935407
366,993.976025,588.9145474
367,893.4608829,893.7759603
368,893.0300874,792.9821325
369,793.4490574,993.7513558
370,793.1195838,180.9210404
371,993.9987809,792.852945
372,792.7773722,993.5393107
373,893.0299484,993.5512682
374,993.9972604,690.3151023
375,893.849096,584.5758201
376,792.8623139,180.6621926
377,994.2921294,483.5127916
378,993.7684365,384.275991
379,993.9400947,588.6615853
380,893.5539099,279.1598791
381,993.582959,587.1510917
382,894.1541134,281.29019
383,993.5223691,586.9471705
384,893.5144547,180.6113332
385,994.0564351,64.93423864
386,994.1628567,170.7779963
387,993.9024922,-29.74111031
388,994.1137763,-17.78165655
389,993.7111059,-30.46716218
390,893.5404534,-33.32185374
391,993.9178605,-42.33793704
392,893.6254995,170.8339793
393,993.7543384,274.9631841
394,993.7564001,382.3695445
395,994.4012312,385.5141232
396,994.0403045,272.2804903
397,893.9018033,376.5812454
398,994.1669594,279.0840946
399,893.0274579,69.67333134
400,994.2252001,472.7003101
401,994.176861,364.8939766
402,994.0455308,466.4337145
403,993.7741787,473.0440766
404,893.2889146,467.1463598
405,994.0157723,170.9796391
406,993.5983975,676.4514371
407,993.9234828,268.9292117
408,893.7114619,472.753502
409,892.4941647,572.3605237
410,994.2009601,572.9206279
411,893.7092524,993.8683458
412,993.382665,991.7535731
413,994.080669,891.784986
414,994.2005468,892.6070651
415,994.0439074,890.2752105
416,994.207088,891.5917882
417,994.0230181,993.5673207
418,994.3711894,994.0403165
419,993.6886389,994.1504614
420,893.8436567,994.0549855
421,993.3945319,-50.59782447
422,893.4917428,-35.22260716
423,993.7429789,-49.27650236
424,893.6645662,370.8407108
425,994.3364074,163.5230567
426,994.0374268,-42.76823806
427,993.444128,369.6173047
428,993.7377358,482.2252898
429,993.686429,376.920044
430,993.934197,580.7150784
431,994.1046945,377.6260701
432,993.9110111,384.5156289
433,994.277387,685.3623739
434,994.1562122,687.9276176
435,994.4680533,789.3483786
436,993.7156661,687.5231392
437,893.0442587,692.4479718
438,994.1665527,993.9314283
439,993.6426517,993.7184616
440,892.9732417,992.9716233
441,892.8638127,993.5437759
442,893.918548,993.5412249
443,993.6651156,893.6705552
444,993.6599985,790.7413979
445,993.776732,992.6822624
446,994.1277734,893.510664
447,993.3329186,893.7856585
448,993.9179785,993.6985848
449,994.0296462,993.9371526
450,893.0342134,993.512555
451,993.9956997,993.903902
452,994.1744371,994.0108772
453,993.74945,994.5405973
454,893.7830541,994.2888655
455,993.0073925,994.2585448
456,893.6655356,994.2137614
457,893.8781853,892.7856042
458,994.072357,994.3413386
459,993.6513307,993.5034158
460,993.6568012,893.5472893
461,993.7727624,893.4221365
462,994.0114491,892.7121619
463,893.7986546,993.8071632
464,893.8628111,893.8888123
465,994.387779,993.6839394
466,993.997585,993.6907621
467,993.6442747,82.95293573
468,994.3279436,488.0558114
469,993.9893189,792.8786932
470,893.9254426,994.1266434
471,993.7918281,891.5712151
472,793.3791056,892.9847755
473,994.0177017,892.2912563
474,893.0829597,993.7439659
475,993.8583573,994.1155241
476,993.8876865,994.1658548
477,994.2714384,892.8503532
478,993.8416143,792.5338106
479,994.4247597,993.900871
480,993.3913249,993.808801
481,993.8885101,993.3360945
482,994.0273597,994.1619114
483,993.8184753,993.7852413
484,893.575629,993.8600406
485,993.7986431,993.7759375
486,893.4142569,994.3371216
487,893.6809089,893.4703211
488,994.3769639,792.8613663
489,993.9196573,183.7433252
490,893.6247053,993.6366736
491,993.7800914,993.9604278
492,994.2263775,994.3671424
493,893.0724336,892.4223932
494,993.9097276,993.8915086
495,893.437232,791.3615512
496,893.5643655,993.3362392
497,993.6299831,994.0290131
498,993.9508847,993.8633462
499,993.8637239,993.7427144
500,993.9989597,893.9364095
501,994.1441462,993.9751867
502,994.3180448,994.2898116
503,993.8910948,994.3139324
504,994.5426265,893.8669802
505,994.09644,993.3676988
506,993.27415,892.7823266
507,993.5852525,993.6945755
508,993.4530955,993.7662052
509,993.6825824,994.0300262
510,893.1976424,993.6006373
511,791.0553904,993.8678641
512,893.2205434,993.6637144
513,993.8866984,487.7192397
514,994.1591104,892.3217438
515,994.151996,182.7026574
516,892.9316543,791.5787709
517,993.9339093,993.6478486
518,792.8017009,893.6098972
519,792.5407586,893.5630606
520,893.8664118,994.0810598
521,993.9447083,893.3017824
522,892.5300834,993.0908272
523,893.4093059,179.1284077
524,993.8230288,483.752118
525,993.6981423,376.525224
526,993.390947,686.0062546
527,893.8186092,-25.24454209
528,993.9139881,-25.33875738
529,893.1537869,-37.10800072
530,993.2768068,-46.29535969
531,994.2581448,-45.50368787
532,994.1517272,468.5732578
533,993.6742919,266.7158869
534,994.2194932,62.53421982
535,893.6732297,474.6066569
536,793.4867743,573.5641749
537,994.0946347,467.1540108
538,993.6178927,373.0244154
539,993.47458,375.0689862
540,994.1063914,470.0189326
541,993.6813499,570.4758563
542,893.0246111,373.177094
543,893.6111716,268.3851828
544,893.3049935,573.2303002
545,994.3231854,681.361496
546,893.3010116,790.2419362
547,993.7074457,789.2184412
548,893.8529575,479.3029568
549,993.8013077,780.5818596
550,893.4451032,581.2969348
551,993.6692496,581.3145373
552,893.9726785,583.696938
553,994.1371009,990.9405684
554,993.6740867,990.648049
555,993.4031188,993.2869586
556,993.6161753,791.8465871
557,994.2452459,994.199789
558,893.2898329,892.4113774
559,993.3092034,993.0623379
560,993.5141677,993.9546023
561,993.9416678,993.5018655
562,793.3132909,893.4458494
563,993.9004168,686.5958718
564,893.4632799,686.7239017
565,994.4601386,687.4702635
566,993.946259,788.1847592
567,993.714745,788.6977184
568,993.5223276,587.9019568
569,993.0420507,890.5313414
570,994.2045796,687.7140021
571,893.6225903,790.6817879
572,994.0369456,993.6680402
573,894.1559194,993.4619408
574,994.5443282,993.2186543
575,994.0405522,994.0256023
576,993.9095845,892.6124343
577,893.1431858,893.2186456
578,993.9818749,993.662413
579,993.9283594,993.6626218
580,993.8691646,892.7894364
581,993.4821513,993.9110457
582,893.3332631,993.5408063
583,993.8786528,892.2403393
584,993.7835997,993.6001529
585,893.6477506,993.4726162
586,993.8259263,992.747374
587,994.1435137,892.2751425
588,993.3874321,993.6305808
589,893.4702052,892.7653637
590,993.7792154,993.7379387
591,993.8573429,993.7755665
592,994.1678838,893.2401848
593,994.2094196,688.060929
594,993.6004713,890.646325
595,993.7920976,689.5580641
596,893.5152277,584.6836184
597,993.620829,993.4551565
598,993.4181343,587.782047
599,893.5648912,690.9452034
600,893.526972,789.5266051
601,893.7732346,891.9728768
602,993.9549943,892.2477029
603,994.3855173,992.1683631
604,993.6971551,890.7912968
605,892.8887177,891.3439987
606,993.6998125,994.2284225
607,893.582021,993.6634249
608,893.1092652,993.2150245
609,993.9129553,892.730012
610,893.4727174,892.2065426
611,993.4446519,893.2118947
612,993.8469573,893.875018
613,994.1706122,893.2613841
614,993.9613073,893.1962945
615,993.5944825,891.6823708
616,893.7000585,792.2159475
617,993.7889932,891.8199647
618,994.127618,993.5924751
619,893.4325935,993.7573966
620,892.9658987,994.2229771
621,993.7678264,993.8489045
622,993.8568837,993.5938825
623,892.7689233,993.5630269
624,993.6643286,690.1056387
625,994.1306238,892.844176
626,792.7425099,892.189376
627,993.8717114,381.7342724
628,993.8848846,485.3229237
629,993.3674417,789.604767
630,993.4013746,791.4926364
631,993.6511556,585.2520461
632,993.843216,891.3448383
633,993.6346272,891.3506808
634,994.1164106,992.308738
635,993.7084322,994.1926939
636,994.2862184,892.2791052
637,993.6035462,892.1618885
638,993.4113525,993.7593792
639,994.1204474,993.4269278
640,993.970004,994.1556792
641,993.9433025,893.9980216
642,994.0829171,993.4986108
643,892.9787027,993.7647766
644,994.3255673,994.0583503
645,993.062172,892.8014367
646,993.8225249,586.4288837
647,993.8877224,789.7609222
648,993.6720949,992.6742059
649,993.5349089,791.2078886
650,893.6067395,589.2945067
651,893.5303437,992.4952297
652,994.1614736,893.4642978
653,994.4742073,993.6546231
654,893.398386,892.8951278
655,993.5536951,993.6202464
656,994.1109186,993.1708641
657,894.0523851,892.7324413
658,894.0155683,892.442087
659,994.2610894,993.7643047
660,994.1268191,994.0296027
661,994.0359246,687.3628031
662,994.3433142,786.9257741
663,893.2625954,687.800024
664,993.2108095,891.7165876
665,994.2231089,690.5258632
666,893.3463824,788.7953709
667,893.4988876,892.5857263
668,993.9437342,890.34161
669,993.6602589,789.8657139
670,994.2977709,689.5173784
671,893.0550411,892.4132931
672,994.1779347,891.473418
673,994.0454473,691.1016082
674,993.8958113,993.313407
675,793.2427244,994.2572238
676,994.1023398,993.5846913
677,893.5618342,994.6180361
678,893.1707994,893.4260891
679,893.3548849,892.9052755
680,993.1283994,893.0646446
681,994.1553341,893.8236924
682,893.6333758,993.8342416
683,993.7088419,993.562947
684,994.3173151,893.7497164
685,993.6588813,993.9517256
686,793.2854068,893.0744482
687,994.1008861,993.7777508
688,994.1084134,994.0859998
689,994.2206692,993.6034327
690,993.8560645,893.0615622
691,993.8316611,993.4337151
692,993.7306613,387.6705851
693,893.4447422,389.5158615
694,994.4225312,993.8805466
695,994.1327314,994.0865551
696,893.7781482,994.3273761
697,893.5694621,994.1812067
698,993.489339,993.8020087
699,993.2237697,993.9599654
700,893.6299965,793.2773073
701,894.0418239,993.6053911
702,893.8205927,993.7537474
703,994.4521292,791.8839049
704,893.1714532,891.2829309
705,792.9369752,993.2949622
706,893.7472559,993.7033898
707,993.4042738,993.5576563
708,993.5982658,993.3552558
709,993.7883705,994.0965158
710,994.3797922,893.865746
711,793.1901867,994.0509201
712,893.4632052,994.143411
713,893.5478494,791.3703784
714,994.2447333,892.637861
715,993.9382647,993.5427531
716,994.1616132,994.0546166
717,893.4366277,993.9345823
718,893.7185365,80.70334428
719,893.0987662,181.8518489
720,793.717798,78.7569878
721,994.3374515,80.32732924
722,993.9192521,686.4642877
723,893.8491208,790.4786117
724,994.0393668,484.5402297
725,993.6345577,687.8630474
726,994.2206221,587.0552566
727,893.8646454,588.678992
728,893.5408272,892.6640189
729,994.1269804,993.3479482
730,993.9317607,892.533337
731,893.3858465,993.0393377
732,993.8052008,893.6639368
733,994.3599974,994.2544435
734,994.3170461,994.2796464
735,993.6332882,994.0287843
736,889.9255758,993.9309795
737,994.3128782,892.4250477
738,993.6800157,893.7967211
739,994.2813685,588.6734343
740,994.5339021,591.3842012
741,993.6240391,993.6282901
742,994.1728798,993.6559949
743,994.0634439,-18.76846355
744,893.5648722,993.7825881
745,793.1090818,893.8837295
746,994.0756664,893.9102736
747,893.0913725,793.4002991
748,994.6438515,993.4706691
749,893.4378503,993.9698141
750,993.6147857,993.9692062
751,993.1181565,994.1877289
752,993.8830901,994.1448472
753,893.6652277,893.1920635
754,992.8901084,893.5405519
755,993.4926471,993.7772623
756,993.6528965,791.1946517
757,893.3477583,893.1510234
758,994.0186278,892.596977
759,893.9336133,893.6058375
760,893.5136977,993.6520424
761,994.1892192,690.5994224
762,993.7550556,892.5166198
763,994.3681404,283.1393865
764,993.7380425,690.1952365
765,893.6741474,688.844573
766,993.921685,892.9064464
767,994.1879504,994.1306964
768,893.7511197,993.7513198
769,893.2993328,993.7373102
770,993.8613172,893.4891754
771,993.2119305,993.5461947
772,893.3345549,993.7115532
773,793.2738423,588.9305803
774,993.7956101,893.6457458
775,994.035381,892.6986784
776,994.1982228,993.6197174
777,993.802388,892.8662849
778,994.1750276,893.6925715
779,892.7507517,284.4504357
780,993.451801,993.6582414
781,994.2341981,993.5897152
782,994.4957477,184.6478202
783,994.5890307,993.8903015
784,893.7125735,993.1598645
785,893.5784069,690.237909
786,994.2304489,892.6834485
787,994.0274232,892.3078415
788,993.9964126,994.0428346
789,993.9983974,993.6968813
790,993.5625517,994.3224762
791,993.8221966,893.2162827
792,893.3206454,793.393375
793,893.8643733,993.9733127
794,893.7273493,893.9732162
795,994.1777445,993.6720511
796,893.6534963,891.7638646
797,993.688262,75.93033544
798,893.2929689,892.3345452
799,893.9500323,891.2915612
800,893.7039868,791.1307446
801,994.1252074,790.2713384
802,993.5553113,792.8602546
803,993.7661341,893.5989057
804,993.9358536,82.26595869
805,994.0888825,386.3237496
806,893.5631617,993.7952916
807,993.8315602,994.3683001
808,993.7604008,689.315505
809,893.1819638,792.1589945
810,993.4346997,992.9623802
811,994.2314799,692.0601637
812,993.8825054,793.4465508
813,993.9603333,994.0741042
814,993.895672,893.9680119
815,993.76209,993.701051
816,994.1525301,994.2902903
817,893.1895799,993.6744052
818,994.1483848,994.1103199
819,893.7686054,993.6175175
820,994.1803275,994.0658508
821,993.7643228,993.9837278
822,893.5559257,992.9540994
823,993.6972065,993.9099945
824,993.6633746,177.6746996
825,893.12082,993.1915277
826,993.5571791,992.4117346
827,993.4696944,793.1449315
828,994.0995516,892.3142609
829,993.2601924,890.145904
830,993.9117441,892.739082
831,893.3723133,994.2008629
832,993.7701881,992.9823063
833,993.8417815,893.1798253
834,993.771553,993.6767145
835,993.6230884,994.1065707
836,792.5543144,993.7099767
837,993.8194492,994.2430644
838,893.252978,893.7820955
839,892.9754514,993.7223373
840,893.191178,892.5563211
841,894.1327069,993.9926947
842,993.6679043,993.6567702
843,994.0178387,993.0221629
844,993.978514,993.8711327
845,993.6395578,994.1761084
846,893.143485,993.5704643
847,993.6585093,993.8268308
848,893.622076,994.1665564
849,993.9174313,994.0528344
850,892.9573027,892.7948405
851,893.2065925,994.1265042
852,993.8958708,994.3317637
853,993.5290977,993.812692
854,893.9002299,993.2051884
855,893.6679868,993.713707
856,792.7566801,993.7975576
857,993.7517936,892.0564747
858,993.7487217,892.553307
859,893.8097319,993.4502691
860,993.5896775,893.8175117
861,993.5287775,488.0985734
862,994.1724148,993.4812036
863,993.835586,993.9965431
864,993.6896137,994.5028957
865,994.034104,893.3335487
866,994.3862688,893.2822896
867,993.7462487,893.3374934
868,993.9189503,893.6243113
869,892.7922813,893.5346927
870,893.0730344,894.027794
871,993.2966262,994.3053566
872,994.0647501,283.9869922
873,993.8282665,-22.84565571
874,993.7127757,482.3511765
875,893.4837802,477.3246751
876,993.6453435,368.3557787
877,993.4178442,572.4737204
878,994.0193372,464.9697716
879,993.3914874,268.318411
880,994.3420743,66.95820172
881,993.9921475,682.1760121
882,993.8854152,677.6877091
883,993.6792332,375.5443559
884,893.4691828,487.0057214
885,993.1042251,582.3565917
886,993.1361606,585.961116
887,993.8775512,579.8233133
888,994.3247288,684.7254448
889,994.0337817,580.5942464
890,893.795342,474.0091337
891,993.5811954,784.1196296
892,993.3982713,70.25640167
893,994.0602267,267.9062014
894,993.8761579,471.3917356
895,993.6750856,471.8062432
896,994.1186886,578.7842144
897,993.5698962,474.0546707
898,993.4027784,683.0794429
899,994.6000393,681.2594645
900,993.2260109,467.3223634
901,993.9089293,781.4246713
902,993.4025249,370.1412801
903,893.6301924,474.3331687
904,993.8936743,677.6694371
905,892.728539,255.4218789
906,993.5397603,365.1217123
907,993.673345,266.3724016
908,994.004191,-31.4175233
909,893.8771631,65.64503161
910,994.0025604,271.6905346
911,993.9087229,274.3149376
912,993.7148135,480.2665344
913,993.4936993,373.3443282
914,993.8693751,177.0963453
915,893.8100409,581.752135
916,993.3125948,163.825417
917,993.2041396,472.8183884
918,893.700155,482.6329402
919,893.7253228,471.8184162
920,893.4907716,477.5091104
921,893.2286507,578.4533996
922,994.0597852,679.4954658
923,994.2586446,780.9111311
924,893.5878025,370.7717395
925,993.1245466,466.680202
926,993.9874093,469.2862614
927,994.009337,273.4130317
928,994.0827632,476.6639555
929,893.7533834,473.9882546
930,993.529363,359.135805
931,893.33342,471.5116597
932,893.7049323,572.6756746
933,893.6548843,572.5899086
934,893.7702901,676.3800236
935,893.784422,364.7020105
936,893.7807301,-39.9167105
937,993.9488602,-28.09793243
938,793.1353624,577.785543
939,993.8390964,470.8316223
940,994.168088,476.2502521
941,993.5878543,268.5119308
942,893.7181695,371.4021183
943,893.3537293,578.0921128
944,893.336779,585.4517589
945,792.4623413,581.8080799
946,993.822673,473.1110457
947,893.3213166,-31.02701087
948,893.8945352,577.5930772
949,993.9591579,476.7756947
950,993.8096657,581.5117714
951,994.1401248,992.9604219
952,792.7620145,886.7314398
953,692.6347112,991.3247366
954,993.5567077,993.2154821
955,994.2041301,993.729904
956,893.5358115,994.3474005
957,993.6707289,892.9611667
958,994.1514281,993.8483149
959,994.411627,994.472389
960,994.0982735,994.295983
961,993.6551602,993.642577
962,993.891812,994.1774381
963,993.673047,893.8986799
964,993.3912942,993.8455421
965,892.9776735,993.679584
966,893.3833006,993.6105299
967,994.026063,993.5664504
968,994.3569464,692.5990999
969,994.3896601,994.3298264
970,993.7834737,994.1286574
971,993.8973953,993.7784809
972,892.4993571,993.6761474
973,893.6725228,994.1449952
974,994.0921826,994.0096346
975,993.9509545,892.5211739
976,993.1692612,993.9046677
977,994.0289002,893.4689548
978,994.1991494,892.2265352
979,993.3598814,994.0817999
980,893.3496689,793.1097773
981,894.1288086,993.7027075
982,993.7568284,892.817046
983,993.5215801,993.7987616
984,893.6432115,893.8911029
985,993.7099305,993.0498652
986,993.517585,994.2460322
987,993.6618782,994.089258
988,993.3687228,894.0223251
989,994.0731803,994.0699209
990,993.9853182,993.0006298
991,994.182946,994.1905509
992,893.0728498,893.453957
993,993.8888357,993.634114
994,893.0519829,993.7468929
995,993.3351732,892.5395735
996,993.9995957,994.21205
997,993.6032744,893.1390428
998,992.8000627,993.5813207
999,993.8106883,892.7424487
1000,993.7181158,993.6094216
1001,994.2412743,
1002,992.9564079,
1003,893.5669543,
1004,993.9705398,
1005,993.8691977,
1006,893.4848525,
1007,893.5533881,
